,train_start,train_end,test_start,test_end,model_type,classifier,parameter,train_size,test_size,auc-roc,p_at_1,a_at_1,r_at_1,f1_at_1,perc_pop_at_1,p_at_2,a_at_2,r_at_2,f1_at_2,perc_pop_at_2,p_at_5,a_at_5,r_at_5,f1_at_5,perc_pop_at_5,p_at_10,a_at_10,r_at_10,f1_at_10,perc_pop_at_10,p_at_20,a_at_20,r_at_20,f1_at_20,perc_pop_at_20,p_at_30,a_at_30,r_at_30,f1_at_30,perc_pop_at_30,p_at_50,a_at_50,r_at_50,f1_at_50,perc_pop_at_50
0,2007-01-01,2007-12-31,2009-01-01,2009-12-31,BG,"BaggingClassifier(base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'),
         bootstrap=True, bootstrap_features=False, max_features=1.0,
         max_samples=0.5, n_estimators=100, n_jobs=None, oob_score=False,
         random_state=None, verbose=0, warm_start=False)","{'max_samples': 0.5, 'n_estimators': 10}",16933,18012,0.6298659637899329,0.25448028673835127,0.8971241394625805,0.041375291375291376,0.07117794486215538,0.015489673550966023,0.23613312202852615,0.8862425049966689,0.08682983682983683,0.1269706007669365,0.03503220075505219,0.20058351568198396,0.8591494559182767,0.16025641025641027,0.17816650469711698,0.07611592271818787,0.17243791535501923,0.8007439484787919,0.2872960372960373,0.21551912568306011,0.15872751499000667,0.15013452914798206,0.6881523428825228,0.48776223776223776,0.2295981346865999,0.3095158783033533,0.15013452914798206,0.6881523428825228,0.48776223776223776,0.2295981346865999,0.3095158783033533,0.1238747553816047,0.4779036198090162,0.7377622377622378,0.21213136729222518,0.5673995114368199
1,2007-01-01,2007-12-31,2009-01-01,2009-12-31,BG,"BaggingClassifier(base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'),
         bootstrap=True, bootstrap_features=False, max_features=1.0,
         max_samples=0.5, n_estimators=100, n_jobs=None, oob_score=False,
         random_state=None, verbose=0, warm_start=False)","{'max_samples': 0.5, 'n_estimators': 50}",16933,18012,0.677030926547679,0.34146341463414637,0.9011214745725072,0.04079254079254079,0.07287870900572618,0.011381301354652453,0.2710084033613445,0.892627137463913,0.07517482517482517,0.1177007299270073,0.026426826560071063,0.25681341719077566,0.87896957583833,0.14277389277389277,0.18352059925093633,0.05296469020652898,0.2178452776459421,0.8387186320230957,0.2674825174825175,0.2401255558461941,0.11697757050854986,0.18772169167803546,0.7776482345103265,0.40093240093240096,0.25571455119866193,0.2034754608039085,0.1571780147662018,0.6727181878747501,0.5582750582750583,0.24529509665855845,0.33838552076393513,0.1346681573330623,0.5056073728625361,0.7721445221445221,0.22933794893985288,0.5462469464801244
2,2007-01-01,2007-12-31,2009-01-01,2009-12-31,BG,"BaggingClassifier(base_estimator=DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'),
         bootstrap=True, bootstrap_features=False, max_features=1.0,
         max_samples=0.5, n_estimators=100, n_jobs=None, oob_score=False,
         random_state=None, verbose=0, warm_start=False)","{'max_samples': 0.5, 'n_estimators': 100}",16933,18012,0.6865294284753047,0.32978723404255317,0.9011769931157007,0.03613053613053613,0.06512605042016807,0.010437486120364202,0.3,0.895625138796358,0.07167832167832168,0.11571025399811853,0.022762602709304906,0.23560767590618337,0.8771929824561403,0.12878787878787878,0.16654107008289373,0.05207639351543415,0.22307299642674835,0.844492560515212,0.25466200466200467,0.2378231292517007,0.10876082611592272,0.19013174890209247,0.7715411947590495,0.4289044289044289,0.263468766780025,0.2149122807017544,0.1690270369689167,0.7049189429269376,0.5355477855477856,0.25695512372431145,0.30185431934266044,0.13575782622171712,0.513268931823229,0.7657342657342657,0.2306274681878017,0.5373639795691761
3,2007-01-01,2007-12-31,2009-01-01,2009-12-31,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=0.5, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 10, 'subsample': 0.1}",16933,18012,0.6379350174453265,0.23369565217391305,0.8992893626471241,0.02505827505827506,0.045263157894736845,0.010215411947590495,0.23822714681440443,0.8942371752165224,0.05011655011655012,0.08281174771304767,0.020042194092827006,0.2039911308203991,0.8750832778147901,0.10722610722610723,0.14056531703590525,0.0500777259604708,0.1858014420410427,0.8418276704419276,0.19522144522144522,0.19039499857914183,0.10009993337774817,0.16347488204274216,0.7700977126360204,0.34324009324009325,0.22147020116563265,0.20003331112591605,0.1497039230199852,0.6945369753497668,0.47144522144522144,0.22724719101123597,0.30002220741727736,0.121446775142129,0.4759049522540528,0.722027972027972,0.2079207920792079,0.5664001776593383
4,2007-01-01,2007-12-31,2009-01-01,2009-12-31,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=0.5, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 10, 'subsample': 0.5}",16933,18012,0.66406118580732,0.2983425414364641,0.9006773262269598,0.03146853146853147,0.05693199789140749,0.010048856318010215,0.2659279778393352,0.8953475460803908,0.055944055944055944,0.09244102070293693,0.020042194092827006,0.21951219512195122,0.8766377970242061,0.11538461538461539,0.1512605042016807,0.0500777259604708,0.20602739726027397,0.8451587830335332,0.2191142191142191,0.21236938717876302,0.10132134132800355,0.18285238623751388,0.7778147901399067,0.38403263403263405,0.24774436090225568,0.20008882966910949,0.16117690599555884,0.7014212747057518,0.5075757575757576,0.24466292134831463,0.30002220741727736,0.13036286570867361,0.5077170775038863,0.7348484848484849,0.22144174203178504,0.5370308683100156
5,2007-01-01,2007-12-31,2009-01-01,2009-12-31,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=0.5, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.1}",16933,18012,0.6506870134447453,0.1712707182320442,0.8981234732400621,0.018065268065268064,0.03268318397469689,0.010048856318010215,0.1772853185595568,0.8917943593160116,0.037296037296037296,0.06162734713529129,0.020042194092827006,0.17738359201773837,0.8724183877415057,0.09324009324009325,0.12223071046600457,0.0500777259604708,0.1709211986681465,0.838885187652676,0.1794871794871795,0.17509948834565095,0.10004441483455474,0.16791562586733277,0.77187430601821,0.3525641025641026,0.22748636961834934,0.20003331112591605,0.15525536639526277,0.6978680879413725,0.48892773892773894,0.2356741573033708,0.30002220741727736,0.13403547671840355,0.5381967577170775,0.7045454545454546,0.2252235469448584,0.500777259604708
6,2007-01-01,2007-12-31,2009-01-01,2009-12-31,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=0.5, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.5}",16933,18012,0.6982197713512146,0.3259668508287293,0.9012325116588941,0.034382284382284384,0.06220347917764893,0.010048856318010215,0.2853185595567867,0.8961248056850988,0.060023310023310024,0.09918151179585942,0.020042194092827006,0.2549889135254989,0.8801909837885854,0.13403263403263405,0.1757066462948816,0.0500777259604708,0.22807991120976692,0.8503220075505219,0.2395104895104895,0.2336554860716316,0.10004441483455474,0.1945600888148765,0.782533866311348,0.4085081585081585,0.2635833803346494,0.20003331112591605,0.17079940784603997,0.7071952031978681,0.5378787878787878,0.2592696629213483,0.30002220741727736,0.1449983346286222,0.5496890961581168,0.7610722610722611,0.24358854798097548,0.5000555185431934
7,2007-01-01,2007-12-31,2009-01-01,2009-12-31,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=0.5, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.1}",16933,18012,0.6461064350883938,0.15469613259668508,0.8977903619809017,0.016317016317016316,0.029520295202952025,0.010048856318010215,0.15512465373961218,0.8909060626249167,0.03263403263403263,0.053923928743379874,0.020042194092827006,0.17960088691796008,0.8726404619142794,0.0944055944055944,0.12375859434682963,0.0500777259604708,0.17647058823529413,0.8399955585165445,0.1853146853146853,0.18078453666856167,0.10004441483455474,0.15514848737163475,0.7667666000444149,0.32575757575757575,0.2101898853167889,0.20003331112591605,0.14711324944485565,0.6929824561403509,0.4632867132867133,0.223314606741573,0.30002220741727736,0.13491005996002664,0.5396402398401066,0.708041958041958,0.22663682148852823,0.5
8,2007-01-01,2007-12-31,2009-01-01,2009-12-31,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=0.5, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.5}",16933,18012,0.6984998284933852,0.2983425414364641,0.9006773262269598,0.03146853146853147,0.05693199789140749,0.010048856318010215,0.24930747922437674,0.8946813235620698,0.05244755244755245,0.08666345690900337,0.020042194092827006,0.25277161862527714,0.8799689096158116,0.13286713286713286,0.17417876241405653,0.0500777259604708,0.2286348501664817,0.8504330446369087,0.2400932400932401,0.23422399090392268,0.10004441483455474,0.19567027477102414,0.7829780146568954,0.41083916083916083,0.2650874224478285,0.20003331112591605,0.17264988897113248,0.7083055740617367,0.5437062937062938,0.26207865168539324,0.30002220741727736,0.14401510104374862,0.5487452809238286,0.7558275058275058,0.24193247528446188,0.5
9,2007-01-01,2007-12-31,2009-01-01,2009-12-31,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=10,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=100,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=0.5, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10, 'subsample': 0.1}",16933,18012,0.6611502579608249,0.20994475138121546,0.8989007328447701,0.022144522144522144,0.0400632577754349,0.010048856318010215,0.20765027322404372,0.8928492116366866,0.04428904428904429,0.07300672430355427,0.02031978680879414,0.21175166297117518,0.8758605374194981,0.11130536130536131,0.14591291061879297,0.0500777259604708,0.19490586932447398,0.8435487452809238,0.20512820512820512,0.19988642816581487,0.10026648900732844,0.1653259361997226,0.7707639351543415,0.3473193473193473,0.22401804172148093,0.2001443482123029,0.15411655874190563,0.6971463468798579,0.48543123543123545,0.2339559050695127,0.3000777259604708,0.1340217632689318,0.5387519431490118,0.7033799533799534,0.2251445625816079,0.5
